Product Name,Product Category,Stocks Required-2023-12-01,Stocks Required-2024-01-01,Stocks Required-2024-02-01,Stocks Required-2024-03-01,Stocks Required-2024-04-01,Stocks Required-2024-05-01,Stocks Required-2024-06-01,Stocks Required-2024-07-01,Stocks Required-2024-08-01,Stocks Required-2024-09-01,Stocks Required-2024-10-01,Stocks Required-2024-11-01,Stocks Required-2024-12-01,Stock Level Thresholds-Dec-2023,"Stock Level Thresholds-Jan-2024,",Stock Level Thresholds-Feb-2024,Stock Level Thresholds-Mar-2024,Stock Level Thresholds-Apr-2024,Stock Level Thresholds-May-2024,Stock Level Thresholds-Jun-2024,Stock Level Thresholds-Jul-2024,Stock Level Thresholds-Aug-2024,Stock Level Thresholds-Sep-2024,Stock Level Thresholds-Oct-2024,Stock Level Thresholds-Nov-2024,Stock Level Thresholds-Dec-2024,Seasonality-Dec-2023,"Seasonality-Jan-2024,",Seasonality-Feb-2024,Seasonality-Mar-2024,Seasonality-Apr-2024,Seasonality-May-2024,Seasonality-Jun-2024,Seasonality-Jul-2024,Seasonality-Aug-2024,Seasonality-Sep-2024,Seasonality-Oct-2024,Seasonality-Nov-2024,Seasonality-Dec-2024,Market Changes-Dec-2023,"Market Changes-Jan-2024,",Market Changes-Feb-2024,Market Changes-Mar-2024,Market Changes-Apr-2024,Market Changes-May-2024,Market Changes-Jun-2024,Market Changes-Jul-2024,Market Changes-Aug-2024,Market Changes-Sep-2024,Market Changes-Oct-2024,Market Changes-Nov-2024,Market Changes-Dec-2024,Product Type-Dec-2023,"Product Type-Jan-2024,",Product Type-Feb-2024,Product Type-Mar-2024,Product Type-Apr-2024,Product Type-May-2024,Product Type-Jun-2024,Product Type-Jul-2024,Product Type-Aug-2024,Product Type-Sep-2024,Product Type-Oct-2024,Product Type-Nov-2024,Product Type-Dec-2024,Lead time (in days)-Dec-2023,"Lead time (in days)-Jan-2024,",Lead time (in days)-Feb-2024,Lead time (in days)-Mar-2024,Lead time (in days)-Apr-2024,Lead time (in days)-May-2024,Lead time (in days)-Jun-2024,Lead time (in days)-Jul-2024,Lead time (in days)-Aug-2024,Lead time (in days)-Sep-2024,Lead time (in days)-Oct-2024,Lead time (in days)-Nov-2024,Lead time (in days)-Dec-2024,Supplier Reliabilty-Dec-2023,"Supplier Reliabilty-Jan-2024,",Supplier Reliabilty-Feb-2024,Supplier Reliabilty-Mar-2024,Supplier Reliabilty-Apr-2024,Supplier Reliabilty-May-2024,Supplier Reliabilty-Jun-2024,Supplier Reliabilty-Jul-2024,Supplier Reliabilty-Aug-2024,Supplier Reliabilty-Sep-2024,Supplier Reliabilty-Oct-2024,Supplier Reliabilty-Nov-2024,Supplier Reliabilty-Dec-2024,Stock Handing Efficiency-Dec-2023,"Stock Handing Efficiency-Jan-2024,",Stock Handing Efficiency-Feb-2024,Stock Handing Efficiency-Mar-2024,Stock Handing Efficiency-Apr-2024,Stock Handing Efficiency-May-2024,Stock Handing Efficiency-Jun-2024,Stock Handing Efficiency-Jul-2024,Stock Handing Efficiency-Aug-2024,Stock Handing Efficiency-Sep-2024,Stock Handing Efficiency-Oct-2024,Stock Handing Efficiency-Nov-2024,Stock Handing Efficiency-Dec-2024,Product Costs(In Rs.)-Dec-2023,"Product Costs(In Rs.)-Jan-2024,",Product Costs(In Rs.)-Feb-2024,Product Costs(In Rs.)-Mar-2024,Product Costs(In Rs.)-Apr-2024,Product Costs(In Rs.)-May-2024,Product Costs(In Rs.)-Jun-2024,Product Costs(In Rs.)-Jul-2024,Product Costs(In Rs.)-Aug-2024,Product Costs(In Rs.)-Sep-2024,Product Costs(In Rs.)-Oct-2024,Product Costs(In Rs.)-Nov-2024,Product Costs(In Rs.)-Dec-2024,Maximum discount offered (in percentage)-Dec-2023,"Maximum discount offered (in percentage)-Jan-2024,",Maximum discount offered (in percentage)-Feb-2024,Maximum discount offered (in percentage)-Mar-2024,Maximum discount offered (in percentage)-Apr-2024,Maximum discount offered (in percentage)-May-2024,Maximum discount offered (in percentage)-Jun-2024,Maximum discount offered (in percentage)-Jul-2024,Maximum discount offered (in percentage)-Aug-2024,Maximum discount offered (in percentage)-Sep-2024,Maximum discount offered (in percentage)-Oct-2024,Maximum discount offered (in percentage)-Nov-2024,Maximum discount offered (in percentage)-Dec-2024,Products Expiry (in months)-Dec-2023,"Products Expiry (in months)-Jan-2024,",Products Expiry (in months)-Feb-2024,Products Expiry (in months)-Mar-2024,Products Expiry (in months)-Apr-2024,Products Expiry (in months)-May-2024,Products Expiry (in months)-Jun-2024,Products Expiry (in months)-Jul-2024,Products Expiry (in months)-Aug-2024,Products Expiry (in months)-Sep-2024,Products Expiry (in months)-Oct-2024,Products Expiry (in months)-Nov-2024,Products Expiry (in months)-Dec-2024,Backorders-Dec-2023,"Backorders-Jan-2024,",Backorders-Feb-2024,Backorders-Mar-2024,Backorders-Apr-2024,Backorders-May-2024,Backorders-Jun-2024,Backorders-Jul-2024,Backorders-Aug-2024,Backorders-Sep-2024,Backorders-Oct-2024,Backorders-Nov-2024,Backorders-Dec-2024,Bulk orders (By customers)-Dec-2023,"Bulk orders (By customers)-Jan-2024,",Bulk orders (By customers)-Feb-2024,Bulk orders (By customers)-Mar-2024,Bulk orders (By customers)-Apr-2024,Bulk orders (By customers)-May-2024,Bulk orders (By customers)-Jun-2024,Bulk orders (By customers)-Jul-2024,Bulk orders (By customers)-Aug-2024,Bulk orders (By customers)-Sep-2024,Bulk orders (By customers)-Oct-2024,Bulk orders (By customers)-Nov-2024,Bulk orders (By customers)-Dec-2024,Profit gained (In Rs.)-Dec-2023,"Profit gained (In Rs.)-Jan-2024,",Profit gained (In Rs.)-Feb-2024,Profit gained (In Rs.)-Mar-2024,Profit gained (In Rs.)-Apr-2024,Profit gained (In Rs.)-May-2024,Profit gained (In Rs.)-Jun-2024,Profit gained (In Rs.)-Jul-2024,Profit gained (In Rs.)-Aug-2024,Profit gained (In Rs.)-Sep-2024,Profit gained (In Rs.)-Oct-2024,Profit gained (In Rs.)-Nov-2024,Profit gained (In Rs.)-Dec-2024
Goofy Tails Toys,Pet Supplies,245,103,352,448,76,360,299,95,498,469,359,375,458,96,32,101,188,24,107,117,37,177,175,136,167,122,good,average,best,best,average,best,good,average,best,best,best,best,best,Minimal,Good,Extreme,Minimal,Extreme,Average,Good,Good,Minimal,Minimal,Minimal,Good,Average,fast selling,slow selling,fast selling,slow selling,fast selling,fast selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,3,2,4,3,4,5,2,7,4,2,3,2,3,average,good,best,good,best,good,average,best,average,best,best,best,average,poor,poor,average,excellent,excellent,excellent,excellent,poor,average,average,poor,poor,average,453,201,199,472,182,262,237,79,175,430,365,169,290,42,41,31,24,44,19,10,38,23,47,29,44,11,16,45,47,40,32,19,7,14,28,16,44,10,37,104,24,39,15,94,96,98,58,16,3,94,64,42,often,rare,rare,often,often,often,rare,often,very often,rare,often,often,very often,1510.0,670.0,663.0,1573.0,606.0,873.0,790.0,263.0,583.0,1433.0,1216.0,563.0,966.0
Royal Canin Kitten Food,Pet Supplies,166,458,163,489,365,117,417,451,260,250,332,323,131,61,116,43,144,171,35,123,128,130,79,143,100,52,good,best,good,best,best,average,best,best,good,good,good,good,average,Average,Minimal,Minimal,Good,Average,Minimal,Average,Good,Good,Extreme,Average,Good,Extreme,fast selling,fast selling,fast selling,fast selling,slow selling,fast selling,fast selling,slow selling,fast selling,slow selling,slow selling,slow selling,fast selling,5,6,6,3,7,2,6,4,4,5,5,3,3,best,good,good,average,good,good,best,good,good,best,average,good,average,average,poor,excellent,poor,poor,poor,excellent,average,poor,poor,excellent,excellent,excellent,342,209,12,348,419,92,159,300,370,377,44,476,46,13,32,13,50,39,35,24,25,42,20,5,37,35,19,6,39,31,34,38,17,18,27,30,32,13,7,15,27,25,9,22,10,8,20,4,3,5,15,11,rare,very often,rare,very often,often,rare,often,often,very often,often,very often,rare,rare,1140.0,696.0,40.0,1160.0,1396.0,306.0,530.0,1000.0,1233.0,1256.0,146.0,1586.0,153.0
Petmate Carrier,Pet Supplies,64,408,306,403,202,222,426,84,70,335,444,145,453,17,202,131,133,85,79,115,30,34,132,215,55,144,average,best,good,best,good,good,best,average,average,best,best,good,best,Good,Average,Good,Average,Minimal,Minimal,Good,Good,Extreme,Extreme,Minimal,Average,Good,slow selling,fast selling,slow selling,slow selling,fast selling,slow selling,fast selling,fast selling,slow selling,fast selling,slow selling,fast selling,fast selling,6,7,5,4,3,3,6,6,7,6,5,2,2,average,good,average,good,good,good,best,good,average,good,good,good,average,poor,poor,average,poor,excellent,average,excellent,poor,average,excellent,excellent,excellent,excellent,301,412,286,252,413,464,237,148,212,45,298,383,326,7,15,23,16,35,32,26,37,9,44,38,48,27,44,10,22,9,29,43,28,25,38,27,23,44,23,102,77,99,90,22,69,81,33,55,76,5,5,10,very often,rare,very often,often,rare,rare,often,often,often,very often,very often,often,often,1003.0,1373.0,953.0,840.0,1376.0,1546.0,790.0,493.0,706.0,150.0,993.0,1276.0,1086.0
Bolfo Flea Powder,Pet Supplies,128,400,125,366,389,491,454,430,53,216,102,186,94,38,189,42,127,141,175,186,112,24,56,41,66,36,average,best,average,best,best,best,best,best,average,good,average,good,average,Extreme,Average,Average,Extreme,Minimal,Good,Minimal,Average,Minimal,Minimal,Good,Average,Minimal,fast selling,fast selling,fast selling,fast selling,slow selling,slow selling,slow selling,slow selling,fast selling,fast selling,slow selling,slow selling,slow selling,2,3,4,4,5,5,4,3,3,7,4,6,4,average,good,good,average,best,average,good,good,best,good,good,best,average,poor,excellent,poor,poor,excellent,poor,excellent,excellent,excellent,poor,excellent,poor,excellent,218,260,377,259,492,77,14,213,199,106,225,420,40,50,12,46,42,40,9,6,30,19,18,16,20,10,41,11,46,35,41,36,15,21,19,35,41,22,10,5,20,11,5,21,7,1,23,22,2,20,14,17,very often,often,often,rare,rare,very often,very often,rare,very often,often,very often,rare,rare,726.0,866.0,1256.0,863.0,1640.0,256.0,46.0,710.0,663.0,353.0,750.0,1400.0,133.0
Trixie Leash,Pet Supplies,260,296,429,452,96,457,261,173,294,443,165,316,110,102,147,156,123,28,189,79,46,132,192,51,89,29,good,good,best,best,average,best,good,good,good,best,good,good,average,Minimal,Average,Minimal,Minimal,Good,Good,Extreme,Average,Minimal,Good,Average,Minimal,Average,fast selling,slow selling,slow selling,slow selling,fast selling,fast selling,fast selling,slow selling,slow selling,slow selling,fast selling,slow selling,fast selling,7,7,7,4,3,7,4,3,7,2,7,3,3,good,average,best,good,best,best,best,good,good,best,average,average,best,average,poor,excellent,excellent,excellent,excellent,poor,average,poor,average,average,excellent,average,401,41,106,239,138,192,133,208,452,375,244,414,266,12,18,37,30,26,27,21,40,17,47,5,9,49,24,33,6,41,28,46,6,22,47,17,25,33,26,4,7,24,16,15,14,24,13,14,6,13,17,13,rare,often,very often,very often,rare,rare,often,often,often,rare,rare,very often,often,1336.0,136.0,353.0,796.0,460.0,640.0,443.0,693.0,1506.0,1250.0,813.0,1380.0,886.0
Pedigree Dog Food,Pet Supplies,206,263,287,349,482,428,428,467,367,384,468,286,143,59,113,94,126,190,193,168,119,166,190,176,116,35,good,good,good,best,best,best,best,best,best,best,best,good,average,Good,Extreme,Extreme,Extreme,Average,Good,Minimal,Extreme,Extreme,Extreme,Good,Minimal,Minimal,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,7,2,6,6,6,4,3,5,3,2,4,2,2,average,good,good,average,best,average,best,average,average,good,best,average,average,excellent,average,excellent,poor,average,poor,average,excellent,excellent,average,poor,average,average,224,455,418,34,25,254,451,346,31,273,326,129,386,16,9,17,42,16,48,49,36,23,21,29,14,20,14,23,37,19,45,19,41,30,10,41,14,47,20,17,19,23,8,10,11,7,9,28,12,4,34,5,rare,very often,rare,often,often,often,rare,often,very often,rare,often,often,rare,746.0,1516.0,1393.0,113.0,83.0,846.0,1503.0,1153.0,103.0,910.0,1086.0,430.0,1286.0
Whiskas Cat Food,Pet Supplies,463,484,237,374,358,462,363,73,94,110,291,60,205,115,206,100,98,125,225,180,27,27,51,78,18,61,best,best,good,best,best,best,best,average,average,average,good,average,good,Minimal,Average,Minimal,Minimal,Good,Minimal,Average,Minimal,Average,Extreme,Average,Minimal,Extreme,fast selling,slow selling,fast selling,fast selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,fast selling,fast selling,fast selling,5,7,3,6,3,6,4,7,7,2,6,7,4,average,average,good,average,good,best,best,average,good,best,best,best,average,average,average,poor,poor,poor,poor,average,average,poor,poor,average,poor,excellent,61,303,414,216,260,81,156,208,57,38,238,161,293,7,10,47,20,21,19,17,48,50,38,38,9,6,8,25,19,31,46,9,39,47,17,47,32,15,36,25,24,51,44,37,42,42,19,28,5,39,36,30,rare,very often,rare,often,rare,very often,very often,often,very often,often,often,often,often,203.0,1010.0,1380.0,720.0,866.0,270.0,520.0,693.0,190.0,126.0,793.0,536.0,976.0
Drools Puppy Food,Pet Supplies,286,84,91,170,373,489,474,309,115,264,259,207,377,142,28,26,67,112,157,207,135,34,127,95,52,186,good,average,average,good,best,best,best,good,average,good,good,good,best,Minimal,Minimal,Average,Extreme,Minimal,Minimal,Minimal,Minimal,Good,Average,Average,Average,Minimal,fast selling,fast selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,fast selling,2,5,4,4,5,6,3,6,4,2,3,3,7,average,average,good,best,best,average,good,good,average,good,good,best,good,poor,poor,average,poor,excellent,average,average,poor,average,average,poor,excellent,poor,381,473,144,92,395,364,162,90,191,497,130,130,424,39,35,22,47,45,39,46,32,35,6,5,33,22,37,31,23,9,46,19,14,40,32,12,23,23,27,73,51,85,68,62,33,42,77,92,73,29,7,18,often,often,rare,often,very often,rare,often,often,rare,very often,very often,rare,very often,1270.0,1576.0,480.0,306.0,1316.0,1213.0,540.0,300.0,636.0,1656.0,433.0,433.0,1413.0
Himalaya Pet Shampoo,Pet Supplies,426,64,332,271,248,295,321,335,341,74,481,490,202,167,24,108,112,114,99,106,104,154,33,151,124,80,best,average,good,good,good,good,good,good,good,average,best,best,good,Extreme,Average,Good,Average,Minimal,Good,Average,Extreme,Average,Extreme,Extreme,Extreme,Minimal,fast selling,fast selling,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,fast selling,slow selling,fast selling,5,7,7,7,5,2,7,6,3,2,6,4,2,good,good,good,best,average,best,average,good,best,best,best,good,best,poor,poor,average,excellent,poor,excellent,average,average,excellent,average,average,poor,poor,187,236,283,482,311,383,258,367,394,408,406,425,109,29,41,44,38,44,44,7,46,49,42,24,30,8,25,48,30,23,38,37,18,24,10,18,48,33,38,17,13,23,5,32,9,30,14,49,25,10,31,5,very often,often,rare,often,often,rare,very often,very often,very often,very often,often,often,rare,623.0,786.0,943.0,1606.0,1036.0,1276.0,860.0,1223.0,1313.0,1360.0,1353.0,1416.0,363.0
Me-O Cat Litter,Pet Supplies,470,404,198,144,459,54,164,125,284,402,329,427,330,122,180,83,47,193,20,74,48,140,165,159,109,144,best,best,good,good,best,average,good,average,good,best,good,best,best,Good,Extreme,Good,Minimal,Extreme,Average,Good,Minimal,Average,Minimal,Minimal,Good,Extreme,fast selling,slow selling,fast selling,slow selling,fast selling,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,2,2,6,2,3,6,2,2,2,6,6,3,2,good,best,good,average,good,best,average,best,average,good,best,good,good,excellent,excellent,excellent,excellent,average,poor,average,average,poor,excellent,average,average,excellent,114,141,405,129,456,208,96,76,222,279,473,89,399,47,5,30,31,22,15,27,31,7,22,33,42,46,34,8,29,14,42,12,29,10,29,45,35,32,34,19,20,82,68,77,28,8,17,75,52,46,60,14,often,very often,often,very often,very often,often,rare,often,very often,often,often,rare,often,380.0,470.0,1350.0,430.0,1520.0,693.0,320.0,253.0,740.0,930.0,1576.0,296.0,1330.0
Goofy Tails Toys,Pet Supplies,424,160,462,144,78,182,379,199,81,70,327,118,69,133,43,186,55,24,70,172,92,33,33,149,58,28,best,good,best,good,average,good,best,good,average,average,best,average,average,Good,Average,Minimal,Average,Average,Extreme,Good,Average,Good,Average,Good,Minimal,Extreme,fast selling,fast selling,fast selling,fast selling,slow selling,fast selling,fast selling,fast selling,fast selling,slow selling,fast selling,fast selling,slow selling,3,3,7,6,6,7,3,6,3,4,4,6,2,good,good,good,best,best,average,best,average,average,best,best,best,average,poor,average,poor,excellent,excellent,average,average,average,poor,poor,poor,excellent,average,457,178,423,81,232,46,256,405,66,201,207,339,125,37,48,46,22,34,23,43,45,48,49,16,14,8,15,45,29,43,32,13,14,44,8,19,48,23,33,7,10,14,8,7,2,3,2,17,13,2,11,13,often,very often,often,often,very often,very often,often,very often,very often,very often,rare,very often,rare,1523.0,593.0,1410.0,270.0,773.0,153.0,853.0,1350.0,220.0,670.0,690.0,1130.0,416.0
Royal Canin Kitten Food,Pet Supplies,319,391,218,165,65,381,149,133,165,480,222,398,256,80,156,65,44,27,146,52,65,69,159,82,175,78,good,best,good,good,average,best,good,average,good,best,good,best,good,Minimal,Minimal,Minimal,Good,Good,Average,Average,Good,Average,Average,Average,Good,Good,fast selling,slow selling,fast selling,slow selling,slow selling,fast selling,fast selling,slow selling,slow selling,fast selling,fast selling,fast selling,slow selling,7,5,4,5,3,2,6,2,2,2,5,5,2,average,average,best,best,best,good,best,good,good,good,good,average,average,poor,excellent,excellent,average,excellent,excellent,poor,average,excellent,poor,poor,poor,poor,398,461,211,164,467,422,69,129,156,421,241,296,329,48,22,49,30,27,33,13,41,15,39,32,45,47,18,26,42,25,14,43,13,32,40,44,15,6,31,20,7,25,48,35,63,37,32,61,43,18,33,20,rare,very often,often,often,rare,often,very often,often,very often,very often,rare,very often,rare,1326.0,1536.0,703.0,546.0,1556.0,1406.0,230.0,430.0,520.0,1403.0,803.0,986.0,1096.0
Petmate Carrier,Pet Supplies,259,189,286,142,131,225,183,411,202,70,226,497,102,99,82,142,67,56,111,66,186,89,20,95,234,48,good,good,good,average,average,good,good,best,good,average,good,best,average,Average,Minimal,Average,Minimal,Average,Extreme,Extreme,Good,Good,Minimal,Minimal,Good,Extreme,fast selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,fast selling,fast selling,slow selling,fast selling,fast selling,fast selling,7,2,5,2,2,2,4,7,3,5,4,7,7,good,average,best,best,best,best,best,average,good,average,good,average,best,average,average,excellent,average,poor,average,average,poor,excellent,average,average,average,excellent,412,232,67,440,420,271,179,65,319,358,442,317,344,40,27,27,15,39,41,18,31,23,28,34,32,33,30,21,10,30,31,15,10,41,36,41,27,28,44,7,2,12,14,13,15,8,8,10,14,20,11,15,often,often,very often,very often,often,very often,often,very often,rare,often,very often,often,rare,1373.0,773.0,223.0,1466.0,1400.0,903.0,596.0,216.0,1063.0,1193.0,1473.0,1056.0,1146.0
Bolfo Flea Powder,Pet Supplies,187,430,225,180,416,485,240,159,344,191,248,364,406,53,212,88,67,201,127,83,67,169,85,81,95,183,good,best,good,good,best,best,good,good,best,good,good,best,best,Average,Extreme,Average,Good,Extreme,Extreme,Extreme,Minimal,Minimal,Extreme,Extreme,Average,Minimal,slow selling,fast selling,fast selling,slow selling,fast selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,5,3,2,7,5,6,3,2,5,6,4,6,3,best,best,best,good,average,best,best,average,good,good,best,best,average,poor,average,excellent,poor,poor,poor,average,average,poor,poor,excellent,excellent,average,175,129,352,409,218,88,274,401,410,52,295,214,343,26,18,42,35,6,6,23,36,8,41,43,8,33,31,38,48,9,36,11,13,15,48,7,40,21,15,28,58,81,70,5,17,85,80,86,53,21,60,46,often,very often,often,rare,rare,very often,rare,very often,often,very often,often,rare,rare,583.0,430.0,1173.0,1363.0,726.0,293.0,913.0,1336.0,1366.0,173.0,983.0,713.0,1143.0
Trixie Leash,Pet Supplies,322,348,130,112,149,77,467,120,382,130,73,328,446,137,109,57,51,46,21,230,35,138,47,33,118,120,good,best,average,average,good,average,best,average,best,average,average,best,best,Average,Average,Average,Extreme,Average,Good,Extreme,Good,Minimal,Extreme,Minimal,Minimal,Good,fast selling,slow selling,fast selling,slow selling,slow selling,slow selling,fast selling,fast selling,fast selling,fast selling,slow selling,fast selling,slow selling,3,2,5,2,2,6,5,3,3,5,6,7,5,good,good,good,good,best,good,good,average,best,good,good,best,good,excellent,poor,average,poor,poor,average,average,excellent,average,poor,poor,poor,average,377,258,211,341,461,169,446,243,136,359,153,488,32,41,11,27,28,10,47,11,18,10,48,20,7,9,20,34,9,13,29,47,32,35,16,31,6,14,44,94,11,6,47,94,9,15,88,32,56,42,74,44,rare,very often,very often,very often,very often,often,rare,very often,rare,very often,rare,very often,often,1256.0,860.0,703.0,1136.0,1536.0,563.0,1486.0,810.0,453.0,1196.0,510.0,1626.0,106.0
Pedigree Dog Food,Pet Supplies,156,322,222,375,438,76,154,333,459,266,106,173,370,70,114,101,167,127,31,70,118,198,79,43,73,184,good,best,good,best,best,average,good,best,best,good,average,good,best,Good,Minimal,Extreme,Extreme,Average,Good,Extreme,Extreme,Extreme,Good,Extreme,Average,Extreme,fast selling,fast selling,slow selling,slow selling,slow selling,fast selling,slow selling,fast selling,slow selling,fast selling,fast selling,slow selling,fast selling,5,7,4,5,4,4,2,6,5,2,7,5,6,best,good,good,good,average,best,average,best,good,good,best,best,average,average,poor,average,poor,average,average,excellent,poor,average,poor,excellent,average,poor,241,376,305,468,318,473,372,308,169,129,321,370,274,42,11,22,7,43,21,29,41,30,24,25,16,50,10,22,6,19,18,26,13,37,30,15,32,24,30,25,12,12,74,90,70,46,42,4,14,29,6,32,very often,very often,very often,often,very often,often,very often,rare,very often,often,rare,often,rare,803.0,1253.0,1016.0,1560.0,1060.0,1576.0,1240.0,1026.0,563.0,430.0,1070.0,1233.0,913.0
Whiskas Cat Food,Pet Supplies,129,351,327,392,384,258,321,478,285,142,180,339,305,62,133,156,178,143,126,93,155,88,45,71,103,126,average,best,good,best,best,good,good,best,good,average,good,best,good,Average,Minimal,Extreme,Minimal,Average,Good,Extreme,Good,Minimal,Average,Good,Good,Extreme,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,5,7,5,3,4,3,4,6,4,6,7,2,6,average,good,good,average,best,best,best,average,good,good,average,average,good,poor,average,average,average,average,average,excellent,poor,poor,average,poor,average,poor,178,174,131,75,423,329,410,242,481,13,416,88,469,38,47,24,10,27,45,44,13,20,11,31,39,28,10,6,32,41,44,44,37,35,17,18,36,43,48,14,5,3,24,30,38,68,46,29,60,61,13,1,rare,very often,often,very often,very often,often,very often,rare,often,very often,often,often,rare,593.0,580.0,436.0,250.0,1410.0,1096.0,1366.0,806.0,1603.0,43.0,1386.0,293.0,1563.0
Drools Puppy Food,Pet Supplies,377,480,334,104,339,498,433,478,268,378,240,132,315,108,123,148,32,147,199,208,137,98,129,101,58,157,best,best,good,average,good,best,best,best,good,best,good,average,good,Good,Average,Extreme,Extreme,Average,Minimal,Minimal,Extreme,Good,Minimal,Good,Minimal,Average,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,7,4,4,2,4,6,5,6,2,2,7,3,3,good,average,average,average,best,good,best,average,average,best,best,best,average,poor,excellent,average,average,poor,average,average,excellent,average,poor,excellent,excellent,poor,35,205,18,28,203,316,414,99,450,335,36,127,297,18,5,10,20,40,31,24,15,41,36,48,15,46,6,14,22,21,40,28,41,33,26,43,17,14,32,75,47,15,2,40,49,4,14,21,16,65,16,75,rare,often,rare,rare,often,rare,often,rare,rare,often,often,often,rare,116.0,683.0,60.0,93.0,676.0,1053.0,1380.0,330.0,1500.0,1116.0,120.0,423.0,990.0
Himalaya Pet Shampoo,Pet Supplies,412,143,205,83,471,358,316,460,323,214,179,231,436,106,57,74,34,143,119,113,221,147,79,50,82,121,best,good,good,average,best,best,good,best,good,good,good,good,best,Good,Good,Average,Average,Good,Extreme,Minimal,Minimal,Extreme,Extreme,Average,Average,Average,fast selling,fast selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,4,3,5,3,2,7,5,5,3,6,3,6,3,good,best,good,good,good,average,good,good,average,best,good,best,average,average,excellent,poor,poor,excellent,average,poor,excellent,average,average,poor,average,average,48,295,404,125,193,52,385,206,438,56,289,382,357,35,20,38,50,25,37,5,23,6,36,37,31,39,7,48,42,27,11,48,22,6,41,41,16,7,23,53,18,69,68,18,78,9,36,34,79,95,44,66,often,very often,often,very often,often,rare,rare,very often,often,very often,very often,rare,very often,160.0,983.0,1346.0,416.0,643.0,173.0,1283.0,686.0,1460.0,186.0,963.0,1273.0,1190.0
Me-O Cat Litter,Pet Supplies,345,169,167,463,367,170,119,326,265,85,313,218,100,94,48,44,215,154,76,43,134,123,37,126,73,32,best,good,good,best,best,good,average,best,good,average,good,good,average,Extreme,Average,Extreme,Extreme,Average,Average,Good,Average,Extreme,Good,Extreme,Extreme,Average,fast selling,fast selling,slow selling,fast selling,slow selling,fast selling,slow selling,fast selling,slow selling,fast selling,fast selling,slow selling,slow selling,4,2,6,3,2,4,4,4,4,4,5,5,6,average,good,average,good,best,average,best,average,good,average,average,average,average,excellent,average,excellent,average,average,average,excellent,excellent,poor,average,poor,average,excellent,237,158,420,188,348,339,347,60,294,485,23,355,387,37,31,7,47,31,30,17,48,31,7,43,27,17,31,41,19,46,43,15,29,26,30,32,46,16,24,22,10,18,25,7,1,20,14,21,13,22,19,24,very often,often,often,rare,rare,often,rare,often,very often,often,very often,often,rare,790.0,526.0,1400.0,626.0,1160.0,1130.0,1156.0,200.0,980.0,1616.0,76.0,1183.0,1290.0
Goofy Tails Toys,Pet Supplies,342,416,362,440,297,223,300,137,433,420,373,134,69,157,181,115,171,130,60,110,67,134,150,110,62,30,best,best,best,best,good,good,good,good,best,best,best,good,average,Good,Minimal,Good,Minimal,Extreme,Average,Extreme,Good,Average,Average,Extreme,Extreme,Extreme,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,fast selling,slow selling,6,7,2,2,6,2,4,6,7,7,7,6,5,average,average,best,average,good,average,best,average,best,good,average,good,good,poor,poor,excellent,excellent,excellent,poor,average,average,poor,excellent,average,excellent,excellent,372,459,240,327,163,104,317,292,312,198,102,371,352,25,32,35,26,20,17,19,22,38,29,49,19,29,27,24,9,47,12,22,35,30,13,20,14,29,24,2,2,4,7,15,11,13,15,3,9,15,12,17,rare,rare,very often,often,rare,often,often,rare,very often,very often,rare,often,very often,1240.0,1530.0,800.0,1090.0,543.0,346.0,1056.0,973.0,1040.0,660.0,340.0,1236.0,1173.0
